     Index,            Real component,       Imaginary component,                 Magnitude
       233,    -7.029807376114373e+05,     0.000000000000000e+00,     7.029807376114373e+05
       234,    -6.739322177402017e+05,     0.000000000000000e+00,     6.739322177402017e+05
       235,    -6.883253018155977e+05,     0.000000000000000e+00,     6.883253018155977e+05
       236,    -6.597976195900388e+05,     0.000000000000000e+00,     6.597976195900388e+05
       237,    -6.322886343228824e+05,     0.000000000000000e+00,     6.322886343228824e+05
       238,    -6.459176849171780e+05,     0.000000000000000e+00,     6.459176849171780e+05
       239,    -6.189067311551051e+05,     0.000000000000000e+00,     6.189067311551051e+05
       240,    -6.057682812008831e+05,     0.000000000000000e+00,     6.057682812008831e+05
       241,    -5.928696323867649e+05,     0.000000000000000e+00,     5.928696323867649e+05
       242,    -5.802071744805847e+05,     0.000000000000000e+00,     5.802071744805847e+05
       243,    -5.677773387854241e+05,     0.000000000000000e+00,     5.677773387854241e+05
       244,    -5.555765978364852e+05,     0.000000000000000e+00,     5.555765978364852e+05
       245,    -5.436014651061038e+05,     0.000000000000000e+00,     5.436014651061038e+05
       246,    -5.318484947008807e+05,     0.000000000000000e+00,     5.318484947008807e+05
       247,    -5.089954586418748e+05,     0.000000000000000e+00,     5.089954586418748e+05
       248,    -5.203142810566718e+05,     0.000000000000000e+00,     5.203142810566718e+05
       249,    -4.978887016608665e+05,     0.000000000000000e+00,     4.978887016608665e+05
       250,    -4.869907237475179e+05,     0.000000000000000e+00,     4.869907237475179e+05
       251,    -4.762982776667647e+05,     0.000000000000000e+00,     4.762982776667647e+05
       252,    -4.658081550209180e+05,     0.000000000000000e+00,     4.658081550209180e+05
       253,    -4.454222388197555e+05,     0.000000000000000e+00,     4.454222388197555e+05
       254,    -4.555171859481643e+05,     0.000000000000000e+00,     4.555171859481643e+05
       255,    -4.355202199490306e+05,     0.000000000000000e+00,     4.355202199490306e+05
       256,    -4.162827801602143e+05,     0.000000000000000e+00,     4.162827801602143e+05
       257,    -4.258080732951040e+05,     0.000000000000000e+00,     4.258080732951040e+05
       258,    -4.069413588962077e+05,     0.000000000000000e+00,     4.069413588962077e+05
       259,    -3.977808646147819e+05,     0.000000000000000e+00,     3.977808646147819e+05
       260,    -3.887983888869674e+05,     0.000000000000000e+00,     3.887983888869674e+05
       261,    -3.799910594459596e+05,     0.000000000000000e+00,     3.799910594459596e+05
       262,    -3.713560399005273e+05,     0.000000000000000e+00,     3.713560399005273e+05
       263,    -3.628905294398853e+05,     0.000000000000000e+00,     3.628905294398853e+05
       264,    -3.545917625341567e+05,     0.000000000000000e+00,     3.545917625341567e+05
       265,    -3.464570086464311e+05,     0.000000000000000e+00,     3.464570086464311e+05
       266,    -3.384835719458119e+05,     0.000000000000000e+00,     3.384835719458119e+05
       267,    -3.306687910079964e+05,     0.000000000000000e+00,     3.306687910079964e+05
       268,    -3.230100385253799e+05,     0.000000000000000e+00,     3.230100385253799e+05
       269,    -3.155047210246877e+05,     0.000000000000000e+00,     3.155047210246877e+05
       270,    -3.081502785752162e+05,     0.000000000000000e+00,     3.081502785752162e+05
       271,    -2.938839450663909e+05,     0.000000000000000e+00,     2.938839450663909e+05
       272,    -3.009441844938752e+05,     0.000000000000000e+00,     3.009441844938752e+05
       273,    -2.869670992623499e+05,     0.000000000000000e+00,     2.869670992623499e+05
       274,    -2.735539060692177e+05,     0.000000000000000e+00,     2.735539060692177e+05
       275,    -2.801912184412738e+05,     0.000000000000000e+00,     2.801912184412738e+05
       276,    -2.670527974426105e+05,     0.000000000000000e+00,     2.670527974426105e+05
       277,    -2.544498900200095e+05,     0.000000000000000e+00,     2.544498900200095e+05
       278,    -2.606855593970158e+05,     0.000000000000000e+00,     2.606855593970158e+05
       279,    -2.483435183775852e+05,     0.000000000000000e+00,     2.483435183775852e+05
       280,    -2.365097377520558e+05,     0.000000000000000e+00,     2.365097377520558e+05
       281,    -2.423642042320355e+05,     0.000000000000000e+00,     2.423642042320355e+05
       282,    -2.307779392387091e+05,     0.000000000000000e+00,     2.307779392387091e+05
       283,    -2.251666588536429e+05,     0.000000000000000e+00,     2.251666588536429e+05
       284,    -2.196737763315236e+05,     0.000000000000000e+00,     2.196737763315236e+05
       285,    -2.142972007029468e+05,     0.000000000000000e+00,     2.142972007029468e+05
       286,    -2.090348700287637e+05,     0.000000000000000e+00,     2.090348700287637e+05
       287,    -2.038847511223821e+05,     0.000000000000000e+00,     2.038847511223821e+05
       288,    -1.988448392663151e+05,     0.000000000000000e+00,     1.988448392663151e+05
       289,    -1.939131579494375e+05,     0.000000000000000e+00,     1.939131579494375e+05
       290,    -1.890877585977215e+05,     0.000000000000000e+00,     1.890877585977215e+05
       291,    -1.843667202925386e+05,     0.000000000000000e+00,     1.843667202925386e+05
       292,    -1.797481495007682e+05,     0.000000000000000e+00,     1.797481495007682e+05
       293,    -1.752301798172097e+05,     0.000000000000000e+00,     1.752301798172097e+05
       294,    -1.708109716869105e+05,     0.000000000000000e+00,     1.708109716869105e+05
       295,    -1.664887121319862e+05,     0.000000000000000e+00,     1.664887121319862e+05
       296,    -1.622616144962428e+05,     0.000000000000000e+00,     1.622616144962428e+05
       297,    -1.581279181817837e+05,     0.000000000000000e+00,     1.581279181817837e+05
       298,    -1.540858883726397e+05,     0.000000000000000e+00,     1.540858883726397e+05
       299,    -1.501338157791365e+05,     0.000000000000000e+00,     1.501338157791365e+05
       300,    -1.462700163861202e+05,     0.000000000000000e+00,     1.462700163861202e+05
       301,    -1.424928311817571e+05,     0.000000000000000e+00,     1.424928311817571e+05
       302,    -1.388006258955189e+05,     0.000000000000000e+00,     1.388006258955189e+05
       303,    -1.351917907534062e+05,     0.000000000000000e+00,     1.351917907534062e+05
       304,    -1.316647402176520e+05,     0.000000000000000e+00,     1.316647402176520e+05
       305,    -1.282179127175966e+05,     0.000000000000000e+00,     1.282179127175966e+05
       306,    -1.248497704060670e+05,     0.000000000000000e+00,     1.248497704060670e+05
       307,    -1.215587989102945e+05,     0.000000000000000e+00,     1.215587989102945e+05
       308,    -1.183435070659230e+05,     0.000000000000000e+00,     1.183435070659230e+05
       309,    -1.121341122202893e+05,     0.000000000000000e+00,     1.121341122202893e+05
       310,    -1.152024266646939e+05,     0.000000000000000e+00,     1.152024266646939e+05
       311,    -1.091371407091747e+05,     0.000000000000000e+00,     1.091371407091747e+05
       312,    -1.033516451973706e+05,     0.000000000000000e+00,     1.033516451973706e+05
       313,    -1.062101113152585e+05,     0.000000000000000e+00,     1.062101113152585e+05
       314,    -1.005603852492958e+05,     0.000000000000000e+00,     1.005603852492958e+05
       315,    -9.783499583937129e+04,     0.000000000000000e+00,     9.783499583937129e+04
       316,    -9.517416257638761e+04,     0.000000000000000e+00,     9.517416257638761e+04
       317,    -9.257659208111420e+04,     0.000000000000000e+00,     9.257659208111420e+04
       318,    -9.004101173418407e+04,     0.000000000000000e+00,     9.004101173418407e+04
       319,    -8.756616943040927e+04,     0.000000000000000e+00,     8.756616943040927e+04
       320,    -8.515083335827221e+04,     0.000000000000000e+00,     8.515083335827221e+04
       321,    -8.279379176030550e+04,     0.000000000000000e+00,     8.279379176030550e+04
       322,    -8.049385268131871e+04,     0.000000000000000e+00,     8.049385268131871e+04
       323,    -7.824984374723185e+04,     0.000000000000000e+00,     7.824984374723185e+04
       324,    -7.606061194184974e+04,     0.000000000000000e+00,     7.606061194184974e+04
       325,    -7.392502335977677e+04,     0.000000000000000e+00,     7.392502335977677e+04
       326,    -7.184196297586536e+04,     0.000000000000000e+00,     7.184196297586536e+04
       327,    -6.981033443886042e+04,     0.000000000000000e+00,     6.981033443886042e+04
       328,    -6.589707945296998e+04,     0.000000000000000e+00,     6.589707945296998e+04
       329,    -6.782905983515225e+04,     0.000000000000000e+00,     6.782905983515225e+04
       330,    -6.401335157514676e+04,     0.000000000000000e+00,     6.401335157514676e+04
       331,    -6.038657512515725e+04,     0.000000000000000e+00,     6.038657512515725e+04
       332,    -6.217685226544636e+04,     0.000000000000000e+00,     6.217685226544636e+04
       333,    -5.864153108162733e+04,     0.000000000000000e+00,     5.864153108162733e+04
       334,    -5.528327138138991e+04,     0.000000000000000e+00,     5.528327138138991e+04
       335,    -5.694074818584065e+04,     0.000000000000000e+00,     5.694074818584065e+04
       336,    -5.366816227651820e+04,     0.000000000000000e+00,     5.366816227651820e+04
       337,    -5.209449895254059e+04,     0.000000000000000e+00,     5.209449895254059e+04
       338,    -5.056137574894135e+04,     0.000000000000000e+00,     5.056137574894135e+04
       339,    -4.906790303253427e+04,     0.000000000000000e+00,     4.906790303253427e+04
       340,    -4.761320700110002e+04,     0.000000000000000e+00,     4.761320700110002e+04
       341,    -4.619642949203635e+04,     0.000000000000000e+00,     4.619642949203635e+04
       342,    -4.481672775675246e+04,     0.000000000000000e+00,     4.481672775675246e+04
       343,    -4.347327425336698e+04,     0.000000000000000e+00,     4.347327425336698e+04
       344,    -4.216525647002928e+04,     0.000000000000000e+00,     4.216525647002928e+04
       345,    -4.089187671388471e+04,     0.000000000000000e+00,     4.089187671388471e+04
       346,    -3.965235189369754e+04,     0.000000000000000e+00,     3.965235189369754e+04
