     Index,            Real component,       Imaginary component,                 Magnitude
       347,    -3.844591333916612e+04,     0.000000000000000e+00,     3.844591333916612e+04
       348,    -3.727180661458777e+04,     0.000000000000000e+00,     3.727180661458777e+04
       349,    -3.612929129404075e+04,     0.000000000000000e+00,     3.612929129404075e+04
       350,    -3.501764077296689e+04,     0.000000000000000e+00,     3.501764077296689e+04
       351,    -3.393614209557018e+04,     0.000000000000000e+00,     3.393614209557018e+04
       352,    -3.288409574863680e+04,     0.000000000000000e+00,     3.288409574863680e+04
       353,    -3.186081545331664e+04,     0.000000000000000e+00,     3.186081545331664e+04
       354,    -3.086562800694673e+04,     0.000000000000000e+00,     3.086562800694673e+04
       355,    -2.989787309716723e+04,     0.000000000000000e+00,     2.989787309716723e+04
       356,    -2.895690309335065e+04,     0.000000000000000e+00,     2.895690309335065e+04
       357,    -2.804208287596145e+04,     0.000000000000000e+00,     2.804208287596145e+04
       358,    -2.715278967992845e+04,     0.000000000000000e+00,     2.715278967992845e+04
       359,    -2.628841289048540e+04,     0.000000000000000e+00,     2.628841289048540e+04
       360,    -2.544835385782128e+04,     0.000000000000000e+00,     2.544835385782128e+04
       361,    -2.463202574860898e+04,     0.000000000000000e+00,     2.463202574860898e+04
       362,    -2.383885336240638e+04,     0.000000000000000e+00,     2.383885336240638e+04
       363,    -2.306827293085631e+04,     0.000000000000000e+00,     2.306827293085631e+04
       364,    -2.231973196481345e+04,     0.000000000000000e+00,     2.231973196481345e+04
       365,    -2.159268909824798e+04,     0.000000000000000e+00,     2.159268909824798e+04
       366,    -2.088661388466151e+04,     0.000000000000000e+00,     2.088661388466151e+04
       367,    -2.020098663293369e+04,     0.000000000000000e+00,     2.020098663293369e+04
       368,    -1.953529826919901e+04,     0.000000000000000e+00,     1.953529826919901e+04
       369,    -1.888905015919048e+04,     0.000000000000000e+00,     1.888905015919048e+04
       370,    -1.826175392145550e+04,     0.000000000000000e+00,     1.826175392145550e+04
       371,    -1.765293130234618e+04,     0.000000000000000e+00,     1.765293130234618e+04
       372,    -1.706211402067587e+04,     0.000000000000000e+00,     1.706211402067587e+04
       373,    -1.648884358054470e+04,     0.000000000000000e+00,     1.648884358054470e+04
       374,    -1.593267112418924e+04,     0.000000000000000e+00,     1.593267112418924e+04
       375,    -1.539315730974136e+04,     0.000000000000000e+00,     1.539315730974136e+04
       376,    -1.486987212575480e+04,     0.000000000000000e+00,     1.486987212575480e+04
       377,    -1.436239472608606e+04,     0.000000000000000e+00,     1.436239472608606e+04
       378,    -1.387031331054782e+04,     0.000000000000000e+00,     1.387031331054782e+04
       379,    -1.339322497166416e+04,     0.000000000000000e+00,     1.339322497166416e+04
       380,    -1.293073551015606e+04,     0.000000000000000e+00,     1.293073551015606e+04
       381,    -1.248245931193091e+04,     0.000000000000000e+00,     1.248245931193091e+04
       382,    -1.204801922654059e+04,     0.000000000000000e+00,     1.204801922654059e+04
       383,    -1.162704638894135e+04,     0.000000000000000e+00,     1.162704638894135e+04
       384,    -1.121918007762660e+04,     0.000000000000000e+00,     1.121918007762660e+04
       385,    -1.082406761438607e+04,     0.000000000000000e+00,     1.082406761438607e+04
       386,    -1.044136421458631e+04,     0.000000000000000e+00,     1.044136421458631e+04
       387,    -1.007073281937419e+04,     0.000000000000000e+00,     1.007073281937419e+04
       388,    -9.711843999437306e+03,     0.000000000000000e+00,     9.711843999437306e+03
       389,    -9.364375830219999e+03,     0.000000000000000e+00,     9.364375830219999e+03
       390,    -9.028013723299118e+03,     0.000000000000000e+00,     9.028013723299118e+03
       391,    -8.702450298414511e+03,     0.000000000000000e+00,     8.702450298414511e+03
       392,    -8.387385294929287e+03,     0.000000000000000e+00,     8.387385294929287e+03
       393,    -8.082525407195331e+03,     0.000000000000000e+00,     8.082525407195331e+03
       394,    -7.787584138475346e+03,     0.000000000000000e+00,     7.787584138475346e+03
       395,    -7.502281713635161e+03,     0.000000000000000e+00,     7.502281713635161e+03
       396,    -7.226344961280009e+03,     0.000000000000000e+00,     7.226344961280009e+03
       397,    -6.959507145360039e+03,     0.000000000000000e+00,     6.959507145360039e+03
       398,    -6.701507872385449e+03,     0.000000000000000e+00,     6.701507872385449e+03
       399,    -6.452093004948456e+03,     0.000000000000000e+00,     6.452093004948456e+03
       400,    -6.211014511803197e+03,     0.000000000000000e+00,     6.211014511803197e+03
       401,    -5.978030342003914e+03,     0.000000000000000e+00,     5.978030342003914e+03
       402,    -5.752904358716438e+03,     0.000000000000000e+00,     5.752904358716438e+03
       403,    -5.535406214279928e+03,     0.000000000000000e+00,     5.535406214279928e+03
       404,    -5.325311197454569e+03,     0.000000000000000e+00,     5.325311197454569e+03
       405,    -5.122400161306530e+03,     0.000000000000000e+00,     5.122400161306530e+03
       406,    -4.926459430764136e+03,     0.000000000000000e+00,     4.926459430764136e+03
       407,    -4.737280648746531e+03,     0.000000000000000e+00,     4.737280648746531e+03
       408,    -4.554660667212805e+03,     0.000000000000000e+00,     4.554660667212805e+03
       409,    -4.378401492757407e+03,     0.000000000000000e+00,     4.378401492757407e+03
       410,    -4.208310150523323e+03,     0.000000000000000e+00,     4.208310150523323e+03
       411,    -4.044198557056333e+03,     0.000000000000000e+00,     4.044198557056333e+03
       412,    -3.885883463155341e+03,     0.000000000000000e+00,     3.885883463155341e+03
       413,    -3.733186372643882e+03,     0.000000000000000e+00,     3.733186372643882e+03
       414,    -3.585933389167974e+03,     0.000000000000000e+00,     3.585933389167974e+03
       415,    -3.443955149752551e+03,     0.000000000000000e+00,     3.443955149752551e+03
       416,    -3.307086770569631e+03,     0.000000000000000e+00,     3.307086770569631e+03
       417,    -3.175167719322111e+03,     0.000000000000000e+00,     3.175167719322111e+03
       418,    -3.048041697183396e+03,     0.000000000000000e+00,     3.048041697183396e+03
       419,    -2.925556604099361e+03,     0.000000000000000e+00,     2.925556604099361e+03
       420,    -2.807564437562253e+03,     0.000000000000000e+00,     2.807564437562253e+03
       421,    -2.693921154897556e+03,     0.000000000000000e+00,     2.693921154897556e+03
       422,    -2.584486617903358e+03,     0.000000000000000e+00,     2.584486617903358e+03
       423,    -2.479124538582398e+03,     0.000000000000000e+00,     2.479124538582398e+03
       424,    -2.377702342578238e+03,     0.000000000000000e+00,     2.377702342578238e+03
       425,    -2.280091079673035e+03,     0.000000000000000e+00,     2.280091079673035e+03
       426,    -2.186165403394709e+03,     0.000000000000000e+00,     2.186165403394709e+03
       427,    -2.095803467366336e+03,     0.000000000000000e+00,     2.095803467366336e+03
       428,    -2.008886811375365e+03,     0.000000000000000e+00,     2.008886811375365e+03
       429,    -1.925300328729544e+03,     0.000000000000000e+00,     1.925300328729544e+03
       430,    -1.844932217111555e+03,     0.000000000000000e+00,     1.844932217111555e+03
       431,    -1.767673840828363e+03,     0.000000000000000e+00,     1.767673840828363e+03
       432,    -1.693419679798104e+03,     0.000000000000000e+00,     1.693419679798104e+03
       433,    -1.622067300666673e+03,     0.000000000000000e+00,     1.622067300666673e+03
       434,    -1.553517248437632e+03,     0.000000000000000e+00,     1.553517248437632e+03
       435,    -1.487672933270284e+03,     0.000000000000000e+00,     1.487672933270284e+03
       436,    -1.424440628330112e+03,     0.000000000000000e+00,     1.424440628330112e+03
       437,    -1.363729395323694e+03,     0.000000000000000e+00,     1.363729395323694e+03
       438,    -1.305450961391413e+03,     0.000000000000000e+00,     1.305450961391413e+03
       439,    -1.249519676260201e+03,     0.000000000000000e+00,     1.249519676260201e+03
       440,    -1.195852499792437e+03,     0.000000000000000e+00,     1.195852499792437e+03
       441,    -1.144368888043507e+03,     0.000000000000000e+00,     1.144368888043507e+03
       442,    -1.094990720484346e+03,     0.000000000000000e+00,     1.094990720484346e+03
       443,    -1.047642302882842e+03,     0.000000000000000e+00,     1.047642302882842e+03
       444,    -1.002250293357828e+03,     0.000000000000000e+00,     1.002250293357828e+03
       445,    -9.587435915879987e+02,     0.000000000000000e+00,     9.587435915879987e+02
       446,    -9.170533287181179e+02,     0.000000000000000e+00,     9.170533287181179e+02
       447,    -8.771128467152669e+02,     0.000000000000000e+00,     8.771128467152669e+02
       448,    -8.388575721717954e+02,     0.000000000000000e+00,     8.388575721717954e+02
       449,    -8.022249654136853e+02,     0.000000000000000e+00,     8.022249654136853e+02
       450,    -7.671545175533538e+02,     0.000000000000000e+00,     7.671545175533538e+02
       451,    -7.335876732826569e+02,     0.000000000000000e+00,     7.335876732826569e+02
       452,    -7.014677269609259e+02,     0.000000000000000e+00,     7.014677269609259e+02
       453,    -6.707398399390411e+02,     0.000000000000000e+00,     6.707398399390411e+02
       454,    -6.413509944978229e+02,     0.000000000000000e+00,     6.413509944978229e+02
       455,    -6.132498900409663e+02,     0.000000000000000e+00,     6.132498900409663e+02
       456,    -5.863869130947247e+02,     0.000000000000000e+00,     5.863869130947247e+02
       457,    -5.607141607549485e+02,     0.000000000000000e+00,     5.607141607549485e+02
       458,    -5.361853433826587e+02,     0.000000000000000e+00,     5.361853433826587e+02
       459,    -5.127557181089047e+02,     0.000000000000000e+00,     5.127557181089047e+02
       460,    -4.903821041784232e+02,     0.000000000000000e+00,     4.903821041784232e+02
       461,    -4.690228399993879e+02,     0.000000000000000e+00,     4.690228399993879e+02
       462,    -4.486376769328753e+02,     0.000000000000000e+00,     4.486376769328753e+02
       463,    -4.291877792543981e+02,     0.000000000000000e+00,     4.291877792543981e+02
       464,    -4.106357235581483e+02,     0.000000000000000e+00,     4.106357235581483e+02
       465,    -3.929453911938092e+02,     0.000000000000000e+00,     3.929453911938092e+02
       466,    -3.760819219536733e+02,     0.000000000000000e+00,     3.760819219536733e+02
       467,    -3.600117416722534e+02,     0.000000000000000e+00,     3.600117416722534e+02
       468,    -3.447025118922781e+02,     0.000000000000000e+00,     3.447025118922781e+02
       469,    -3.301230342931427e+02,     0.000000000000000e+00,     3.301230342931427e+02
       470,    -3.162432782642427e+02,     0.000000000000000e+00,     3.162432782642427e+02
       471,    -2.904684873088295e+02,     0.000000000000000e+00,     2.904684873088295e+02
       472,    -3.030343652479340e+02,     0.000000000000000e+00,     3.030343652479340e+02
       473,    -2.785188800785178e+02,     0.000000000000000e+00,     2.785188800785178e+02
       474,    -2.671598642023788e+02,     0.000000000000000e+00,     2.671598642023788e+02
       475,    -2.563667587931401e+02,     0.000000000000000e+00,     2.563667587931401e+02
       476,    -2.461158188467606e+02,     0.000000000000000e+00,     2.461158188467606e+02
       477,    -2.363842641377759e+02,     0.000000000000000e+00,     2.363842641377759e+02
       478,    -2.271502676663453e+02,     0.000000000000000e+00,     2.271502676663453e+02
       479,    -2.183928479021324e+02,     0.000000000000000e+00,     2.183928479021324e+02
       480,    -2.100918705237386e+02,     0.000000000000000e+00,     2.100918705237386e+02
       481,    -2.022280642401143e+02,     0.000000000000000e+00,     2.022280642401143e+02
       482,    -1.947829565351983e+02,     0.000000000000000e+00,     1.947829565351983e+02
       483,    -1.877388269732177e+02,     0.000000000000000e+00,     1.877388269732177e+02
       484,    -1.810787406454855e+02,     0.000000000000000e+00,     1.810787406454855e+02
       485,    -1.747865090909668e+02,     0.000000000000000e+00,     1.747865090909668e+02
       486,    -1.688466096754372e+02,     0.000000000000000e+00,     1.688466096754372e+02
       487,    -1.632442122628558e+02,     0.000000000000000e+00,     1.632442122628558e+02
       488,    -1.579651784059888e+02,     0.000000000000000e+00,     1.579651784059888e+02
       489,    -1.529959795354444e+02,     0.000000000000000e+00,     1.529959795354444e+02
       490,    -1.483236485694260e+02,     0.000000000000000e+00,     1.483236485694260e+02
       491,    -1.439358030287027e+02,     0.000000000000000e+00,     1.439358030287027e+02
       492,    -1.398205682576432e+02,     0.000000000000000e+00,     1.398205682576432e+02
       493,    -1.359665086272578e+02,     0.000000000000000e+00,     1.359665086272578e+02
       494,    -1.323626137173979e+02,     0.000000000000000e+00,     1.323626137173979e+02
       495,    -1.289982498725426e+02,     0.000000000000000e+00,     1.289982498725426e+02
       496,    -1.258630298603291e+02,     0.000000000000000e+00,     1.258630298603291e+02
       497,    -1.229467761696593e+02,     0.000000000000000e+00,     1.229467761696593e+02
       498,    -1.202394688087635e+02,     0.000000000000000e+00,     1.202394688087635e+02
       499,    -1.177311313751508e+02,     0.000000000000000e+00,     1.177311313751508e+02
       500,    -1.154117173508185e+02,     0.000000000000000e+00,     1.154117173508185e+02
       501,    -1.132710633495091e+02,     0.000000000000000e+00,     1.132710633495091e+02
       502,    -1.112988005662267e+02,     0.000000000000000e+00,     1.112988005662267e+02
       503,    -1.094842770536431e+02,     0.000000000000000e+00,     1.094842770536431e+02
       504,    -1.078165636676467e+02,     0.000000000000000e+00,     1.078165636676467e+02
       505,    -1.062844794262952e+02,     0.000000000000000e+00,     1.062844794262952e+02
       506,    -1.048766308102137e+02,     0.000000000000000e+00,     1.048766308102137e+02
       507,    -1.035815367845041e+02,     0.000000000000000e+00,     1.035815367845041e+02
       508,    -1.023878238337888e+02,     0.000000000000000e+00,     1.023878238337888e+02
       509,    -1.012843935862461e+02,     0.000000000000000e+00,     1.012843935862461e+02
       510,    -1.002606125872908e+02,     0.000000000000000e+00,     1.002606125872908e+02
       511,    -9.930650156549181e+01,     0.000000000000000e+00,     9.930650156549181e+01
       512,    -9.841286889763887e+01,     0.000000000000000e+00,     9.841286889763887e+01
       513,    -9.757139057223259e+01,     0.000000000000000e+00,     9.757139057223259e+01
       514,    -9.677466492979660e+01,     0.000000000000000e+00,     9.677466492979660e+01
       515,    -9.601619604622145e+01,     0.000000000000000e+00,     9.601619604622145e+01
       516,    -9.529033793418469e+01,     0.000000000000000e+00,     9.529033793418469e+01
       517,    -9.459223289534629e+01,     0.000000000000000e+00,     9.459223289534629e+01
       518,    -9.391772953819201e+01,     0.000000000000000e+00,     9.391772953819201e+01
       519,    -9.326328784507155e+01,     0.000000000000000e+00,     9.326328784507155e+01
       520,    -9.262589586717100e+01,     0.000000000000000e+00,     9.262589586717100e+01
       521,    -9.200300027501575e+01,     0.000000000000000e+00,     9.200300027501575e+01
       522,    -9.139243414846362e+01,     0.000000000000000e+00,     9.139243414846362e+01
       523,    -9.079235876366469e+01,     0.000000000000000e+00,     9.079235876366469e+01
       524,    -9.020122843455445e+01,     0.000000000000000e+00,     9.020122843455445e+01
       525,    -8.961775573208423e+01,     0.000000000000000e+00,     8.961775573208423e+01
       526,    -8.904088780517829e+01,     0.000000000000000e+00,     8.904088780517829e+01
       527,    -8.846980553616575e+01,     0.000000000000000e+00,     8.846980553616575e+01
       528,    -8.790391540969554e+01,     0.000000000000000e+00,     8.790391540969554e+01
       529,    -8.734283551371236e+01,     0.000000000000000e+00,     8.734283551371236e+01
       530,    -8.678639592644390e+01,     0.000000000000000e+00,     8.678639592644390e+01
       531,    -8.623461839171519e+01,     0.000000000000000e+00,     8.623461839171519e+01
       532,    -8.568767914755342e+01,     0.000000000000000e+00,     8.568767914755342e+01
       533,    -8.514587400208300e+01,     0.000000000000000e+00,     8.514587400208300e+01
       534,    -8.460957194492065e+01,     0.000000000000000e+00,     8.460957194492065e+01
       535,    -8.407915665808414e+01,     0.000000000000000e+00,     8.407915665808414e+01
       536,    -8.355498519270576e+01,     0.000000000000000e+00,     8.355498519270576e+01
       537,    -8.303735285583357e+01,     0.000000000000000e+00,     8.303735285583357e+01
       538,    -8.252646264822758e+01,     0.000000000000000e+00,     8.252646264822758e+01
       539,    -8.202240937539170e+01,     0.000000000000000e+00,     8.202240937539170e+01
       540,    -8.152518550250271e+01,     0.000000000000000e+00,     8.152518550250271e+01
       541,    -8.103468676664157e+01,     0.000000000000000e+00,     8.103468676664157e+01
       542,    -8.055072154575183e+01,     0.000000000000000e+00,     8.055072154575183e+01
       543,    -8.007303336440121e+01,     0.000000000000000e+00,     8.007303336440121e+01
       544,    -7.960132093789906e+01,     0.000000000000000e+00,     7.960132093789906e+01
       545,    -7.913524675682640e+01,     0.000000000000000e+00,     7.913524675682640e+01
       546,    -7.867446081155350e+01,     0.000000000000000e+00,     7.867446081155350e+01
       547,    -7.821861492844953e+01,     0.000000000000000e+00,     7.821861492844953e+01
       548,    -7.776736504103880e+01,     0.000000000000000e+00,     7.776736504103880e+01
       549,    -7.732038766719823e+01,     0.000000000000000e+00,     7.732038766719823e+01
       550,    -7.687738660286632e+01,     0.000000000000000e+00,     7.687738660286632e+01
       551,    -7.643809406177337e+01,     0.000000000000000e+00,     7.643809406177337e+01
       552,    -7.600228297879636e+01,     0.000000000000000e+00,     7.600228297879636e+01
       553,    -7.556976509541218e+01,     0.000000000000000e+00,     7.556976509541218e+01
       554,    -7.514039108205331e+01,     0.000000000000000e+00,     7.514039108205331e+01
       555,    -7.471405828467933e+01,     0.000000000000000e+00,     7.471405828467933e+01
       556,    -7.429070030754045e+01,     0.000000000000000e+00,     7.429070030754045e+01
       557,    -7.387029044432794e+01,     0.000000000000000e+00,     7.387029044432794e+01
       558,    -7.345283666861027e+01,     0.000000000000000e+00,     7.345283666861027e+01
       559,    -7.303836483115353e+01,     0.000000000000000e+00,     7.303836483115353e+01
       560,    -7.262692369091576e+01,     0.000000000000000e+00,     7.262692369091576e+01
       561,    -7.221857022790516e+01,     0.000000000000000e+00,     7.221857022790516e+01
       562,    -7.181335336760159e+01,     0.000000000000000e+00,     7.181335336760159e+01
       563,    -7.141132702920150e+01,     0.000000000000000e+00,     7.141132702920150e+01
       564,    -7.101252292673000e+01,     0.000000000000000e+00,     7.101252292673000e+01
       565,    -7.061694880921769e+01,     0.000000000000000e+00,     7.061694880921769e+01
       566,    -7.022460826277052e+01,     0.000000000000000e+00,     7.022460826277052e+01
       567,    -6.983546855190572e+01,     0.000000000000000e+00,     6.983546855190572e+01
       568,    -6.944947616214932e+01,     0.000000000000000e+00,     6.944947616214932e+01
       569,    -6.906657540749474e+01,     0.000000000000000e+00,     6.906657540749474e+01
       570,    -6.868667185594717e+01,     0.000000000000000e+00,     6.868667185594717e+01
       571,    -6.830967162853720e+01,     0.000000000000000e+00,     6.830967162853720e+01
       572,    -6.793548377326552e+01,     0.000000000000000e+00,     6.793548377326552e+01
       573,    -6.756398595870992e+01,     0.000000000000000e+00,     6.756398595870992e+01
       574,    -6.719508151995008e+01,     0.000000000000000e+00,     6.719508151995008e+01
       575,    -6.682867332973605e+01,     0.000000000000000e+00,     6.682867332973605e+01
       576,    -6.646464699236292e+01,     0.000000000000000e+00,     6.646464699236292e+01
       577,    -6.610293675016501e+01,     0.000000000000000e+00,     6.610293675016501e+01
       578,    -6.574346363183140e+01,     0.000000000000000e+00,     6.574346363183140e+01
       579,    -6.538615016070280e+01,     0.000000000000000e+00,     6.538615016070280e+01
       580,    -6.503097760118631e+01,     0.000000000000000e+00,     6.503097760118631e+01
       581,    -6.467789141870144e+01,     0.000000000000000e+00,     6.467789141870144e+01
       582,    -6.432686635407008e+01,     0.000000000000000e+00,     6.432686635407008e+01
       583,    -6.397792710691412e+01,     0.000000000000000e+00,     6.397792710691412e+01
       584,    -6.363103719286008e+01,     0.000000000000000e+00,     6.363103719286008e+01
       585,    -6.328621775634873e+01,     0.000000000000000e+00,     6.328621775634873e+01
       586,    -6.294350874883563e+01,     0.000000000000000e+00,     6.294350874883563e+01
       587,    -6.260287447105589e+01,     0.000000000000000e+00,     6.260287447105589e+01
       588,    -6.226436751431583e+01,     0.000000000000000e+00,     6.226436751431583e+01
       589,    -6.159372954001547e+01,     0.000000000000000e+00,     6.159372954001547e+01
       590,    -6.192800225009113e+01,     0.000000000000000e+00,     6.192800225009113e+01
       591,    -6.126161306332236e+01,     0.000000000000000e+00,     6.126161306332236e+01
       592,    -6.093161052718622e+01,     0.000000000000000e+00,     6.093161052718622e+01
       593,    -6.060366318097009e+01,     0.000000000000000e+00,     6.060366318097009e+01
       594,    -6.027783043163300e+01,     0.000000000000000e+00,     6.027783043163300e+01
       595,    -5.995400144132571e+01,     0.000000000000000e+00,     5.995400144132571e+01
       596,    -5.963213184993439e+01,     0.000000000000000e+00,     5.963213184993439e+01
       597,    -5.931226246994706e+01,     0.000000000000000e+00,     5.931226246994706e+01
       598,    -5.899422936783287e+01,     0.000000000000000e+00,     5.899422936783287e+01
       599,    -5.867804002089150e+01,     0.000000000000000e+00,     5.867804002089150e+01
       600,    -5.836369621768520e+01,     0.000000000000000e+00,     5.836369621768520e+01
       601,    -5.805101084366109e+01,     0.000000000000000e+00,     5.805101084366109e+01
       602,    -5.774007500040170e+01,     0.000000000000000e+00,     5.774007500040170e+01
       603,    -5.743083176724009e+01,     0.000000000000000e+00,     5.743083176724009e+01
       604,    -5.712311538652906e+01,     0.000000000000000e+00,     5.712311538652906e+01
       605,    -5.681710295905947e+01,     0.000000000000000e+00,     5.681710295905947e+01
       606,    -5.651265768631131e+01,     0.000000000000000e+00,     5.651265768631131e+01
       607,    -5.620969307033541e+01,     0.000000000000000e+00,     5.620969307033541e+01
       608,    -5.590843606615271e+01,     0.000000000000000e+00,     5.590843606615271e+01
       609,    -5.560865548019241e+01,     0.000000000000000e+00,     5.560865548019241e+01
       610,    -5.531040242319511e+01,     0.000000000000000e+00,     5.531040242319511e+01
       611,    -5.501387964543805e+01,     0.000000000000000e+00,     5.501387964543805e+01
       612,    -5.471876451117308e+01,     0.000000000000000e+00,     5.471876451117308e+01
       613,    -5.442528878320839e+01,     0.000000000000000e+00,     5.442528878320839e+01
       614,    -5.413353526977250e+01,     0.000000000000000e+00,     5.413353526977250e+01
       615,    -5.384313380558720e+01,     0.000000000000000e+00,     5.384313380558720e+01
       616,    -5.355449479768528e+01,     0.000000000000000e+00,     5.355449479768528e+01
       617,    -5.326748713925725e+01,     0.000000000000000e+00,     5.326748713925725e+01
       618,    -5.298179757688395e+01,     0.000000000000000e+00,     5.298179757688395e+01
       619,    -5.269795743007700e+01,     0.000000000000000e+00,     5.269795743007700e+01
       620,    -5.241555239250396e+01,     0.000000000000000e+00,     5.241555239250396e+01
       621,    -5.213447558730728e+01,     0.000000000000000e+00,     5.213447558730728e+01
       622,    -5.185526380317665e+01,     0.000000000000000e+00,     5.185526380317665e+01
       623,    -5.157721155497518e+01,     0.000000000000000e+00,     5.157721155497518e+01
       624,    -5.130057075484057e+01,     0.000000000000000e+00,     5.130057075484057e+01
       625,    -5.102571534131108e+01,     0.000000000000000e+00,     5.102571534131108e+01
       626,    -5.075173630087824e+01,     0.000000000000000e+00,     5.075173630087824e+01
       627,    -5.047933466565362e+01,     0.000000000000000e+00,     5.047933466565362e+01
       628,    -5.020852541873342e+01,     0.000000000000000e+00,     5.020852541873342e+01
       629,    -4.993840877203130e+01,     0.000000000000000e+00,     4.993840877203130e+01
       630,    -4.967009722700487e+01,     0.000000000000000e+00,     4.967009722700487e+01
       631,    -4.940305699705185e+01,     0.000000000000000e+00,     4.940305699705185e+01
       632,    -4.887242563684939e+01,     0.000000000000000e+00,     4.887242563684939e+01
       633,    -4.913671852259056e+01,     0.000000000000000e+00,     4.913671852259056e+01
       634,    -4.834645906735233e+01,     0.000000000000000e+00,     4.834645906735233e+01
       635,    -4.860896643412903e+01,     0.000000000000000e+00,     4.860896643412903e+01
       636,    -4.808615423082315e+01,     0.000000000000000e+00,     4.808615423082315e+01
       637,    -4.782620850433455e+01,     0.000000000000000e+00,     4.782620850433455e+01
       638,    -4.756767940743848e+01,     0.000000000000000e+00,     4.756767940743848e+01
       639,    -4.731128298064269e+01,     0.000000000000000e+00,     4.731128298064269e+01
       640,    -4.705487661790237e+01,     0.000000000000000e+00,     4.705487661790237e+01
       641,    -4.680049918316712e+01,     0.000000000000000e+00,     4.680049918316712e+01
       642,    -4.654781357170807e+01,     0.000000000000000e+00,     4.654781357170807e+01
       643,    -4.629500509811950e+01,     0.000000000000000e+00,     4.629500509811950e+01
       644,    -4.604489213430352e+01,     0.000000000000000e+00,     4.604489213430352e+01
       645,    -4.579563150942382e+01,     0.000000000000000e+00,     4.579563150942382e+01
       646,    -4.554648761488131e+01,     0.000000000000000e+00,     4.554648761488131e+01
       647,    -4.530056242291391e+01,     0.000000000000000e+00,     4.530056242291391e+01
       648,    -4.505442056496648e+01,     0.000000000000000e+00,     4.505442056496648e+01
       649,    -4.480905346139011e+01,     0.000000000000000e+00,     4.480905346139011e+01
       650,    -4.456699020252582e+01,     0.000000000000000e+00,     4.456699020252582e+01
       651,    -4.432370321770669e+01,     0.000000000000000e+00,     4.432370321770669e+01
       652,    -4.408232408512450e+01,     0.000000000000000e+00,     4.408232408512450e+01
       653,    -4.384362411032757e+01,     0.000000000000000e+00,     4.384362411032757e+01
       654,    -4.360306068979874e+01,     0.000000000000000e+00,     4.360306068979874e+01
       655,    -4.336587460763791e+01,     0.000000000000000e+00,     4.336587460763791e+01
       656,    -4.312999995449537e+01,     0.000000000000000e+00,     4.312999995449537e+01
       657,    -4.289225563718152e+01,     0.000000000000000e+00,     4.289225563718152e+01
       658,    -4.265933054969882e+01,     0.000000000000000e+00,     4.265933054969882e+01
       659,    -4.242578188829755e+01,     0.000000000000000e+00,     4.242578188829755e+01
       660,    -4.219131973029725e+01,     0.000000000000000e+00,     4.219131973029725e+01
       661,    -4.196248286782915e+01,     0.000000000000000e+00,     4.196248286782915e+01
       662,    -4.173089828867325e+01,     0.000000000000000e+00,     4.173089828867325e+01
       663,    -4.150041897981648e+01,     0.000000000000000e+00,     4.150041897981648e+01
       664,    -4.127518700527813e+01,     0.000000000000000e+00,     4.127518700527813e+01
       665,    -4.104542902500806e+01,     0.000000000000000e+00,     4.104542902500806e+01
       666,    -4.081966430176926e+01,     0.000000000000000e+00,     4.081966430176926e+01
       667,    -4.059726986415777e+01,     0.000000000000000e+00,     4.059726986415777e+01
       668,    -4.036956501747156e+01,     0.000000000000000e+00,     4.036956501747156e+01
       669,    -4.014905557596567e+01,     0.000000000000000e+00,     4.014905557596567e+01
       670,    -3.992853606385377e+01,     0.000000000000000e+00,     3.992853606385377e+01
       671,    -3.970352936463659e+01,     0.000000000000000e+00,     3.970352936463659e+01
       672,    -3.948815860924477e+01,     0.000000000000000e+00,     3.948815860924477e+01
       673,    -3.926862020098095e+01,     0.000000000000000e+00,     3.926862020098095e+01
       674,    -3.904740517635246e+01,     0.000000000000000e+00,     3.904740517635246e+01
       675,    -3.883641191816017e+01,     0.000000000000000e+00,     3.883641191816017e+01
       676,    -3.861719471557805e+01,     0.000000000000000e+00,     3.861719471557805e+01
       677,    -3.840132893607910e+01,     0.000000000000000e+00,     3.840132893607910e+01
       678,    -3.819332572435604e+01,     0.000000000000000e+00,     3.819332572435604e+01
       679,    -3.797426609855167e+01,     0.000000000000000e+00,     3.797426609855167e+01
       680,    -3.776482215423263e+01,     0.000000000000000e+00,     3.776482215423263e+01
       681,    -3.755821617857786e+01,     0.000000000000000e+00,     3.755821617857786e+01
       682,    -3.734006024165858e+01,     0.000000000000000e+00,     3.734006024165858e+01
       683,    -3.713733350043407e+01,     0.000000000000000e+00,     3.713733350043407e+01
       684,    -3.693046847202803e+01,     0.000000000000000e+00,     3.693046847202803e+01
       685,    -3.651865453716227e+01,     0.000000000000000e+00,     3.651865453716227e+01
       686,    -3.671543427051143e+01,     0.000000000000000e+00,     3.671543427051143e+01
       687,    -3.630977416058546e+01,     0.000000000000000e+00,     3.630977416058546e+01
       688,    -3.610067117425418e+01,     0.000000000000000e+00,     3.610067117425418e+01
       689,    -3.590816071085219e+01,     0.000000000000000e+00,     3.590816071085219e+01
       690,    -3.569650187852920e+01,     0.000000000000000e+00,     3.569650187852920e+01
       691,    -3.549564695665813e+01,     0.000000000000000e+00,     3.549564695665813e+01
       692,    -3.530537426462587e+01,     0.000000000000000e+00,     3.530537426462587e+01
       693,    -3.509199921265584e+01,     0.000000000000000e+00,     3.509199921265584e+01
       694,    -3.490065317286455e+01,     0.000000000000000e+00,     3.490065317286455e+01
       695,    -3.470896155906100e+01,     0.000000000000000e+00,     3.470896155906100e+01
